18,2775
18,1523
18,1875
18,4511
18,3690
18,497
18,4541
18,2260
18,2097
18,3178
18,3266
18,895
18,2628
18,2259
18,4078
18,2069
18,3077
18,4592
18,3507
18,1911
18,1593
18,171
18,3860
18,2050
18,548
18,2373
18,3127
18,3805
18,1631
18,2811
18,1947
18,2027
18,4095
18,4633
18,2834
18,3533
18,1196
18,3251
18,661
18,3559
18,3002
18,3597
18,1261
18,4399
18,3580
18,4882
18,1047
18,2857
18,2288
18,4257
18,1
18,3201
18,944
18,4865
18,4982
18,256
18,3053
18,1807
18,3224
18,4858
18,2683
18,62
18,3344
18,344
18,4444
18,4839
18,2324
18,4832
18,1392
18,447
18,1194
18,3046
18,477
18,762
18,575
18,2971
18,1400
18,3430
18,1237
18,748
18,747
18,2968
18,3756
18,584
18,3103
18,1405
18,3709
18,4788
18,3072
18,2387
18,732
18,2486
18,728
18,3300
18,3843
18,3476
18,880
19,2118
19,912
19,4194
19,4023
19,4025
19,4034
19,1265
19,2328
19,2329
19,43
19,2381
19,4066
19,2356
19,4111
19,1286
19,1284
19,796
19,3000
19,1784
19,4846
19,1581
19,4827
19,2979
19,73
19,751
19,90
19,3452
19,1002
19,2926
19,3478
19,3488
19,843
19,3496
19,4755
19,4753
19,4745
19,1919
19,122
19,123
19,3044
19,2900
19,1485
19,1023
19,1948
19,2864
19,3184
19,1471
19,1979
19,4684
19,1990
19,4674
19,3097
19,4626
19,2828
19,643
19,173
19,4603
19,175
19,4596
19,3650
19,4577
19,4566
19,188
19,1747
19,4562
19,4558
19,1078
19,2798
19,2794
19,2776
19,4513
19,3691
19,2758
19,858
19,1109
19,4489
19,1112
19,1119
19,2720
19,3272
19,1658
19,561
19,2659
19,4419
19,4401
19,2175
19,3807
19,1373
19,2179
19,4362
19,1174
19,2623
19,3820
19,3822
19,2218
19,1358
19,3846
19,2564
19,503
19,4300
19,2553
19,2263
19,1320
19,345
19,2471
20,626
20,857
20,4296
20,2106
20,4295
20,1330
20,3020
20,3933
20,4233
20,1589
20,3720
20,1230
20,2705
20,4469
20,4465
20,234
20,2962
20,3227
20,2135
20,566
20,4455
20,4828
20,2159
20,4908
20,4863
20,3116
20,4207
20,3953
20,3057
20,3321
20,2167
20,2277
20,1768
20,3049
20,2648
20,2171
20,2482
20,396
20,813
20,4091
20,4384
20,1258
20,352
20,4004
20,2214
20,4000
20,4232
20,1356
20,1183
20,1351
20,2604
20,2843
20,4989
20,3185
20,681
20,2574
20,1026
20,4635
20,3310
20,4617
20,3859
20,1922
20,2901
20,506
20,2807
20,4230
20,2258
20,2078
20,4764
20,4009
20,632
20,365
20,4768
20,4540
21,4254
21,1169
21,1769
21,4063
21,2196
21,2544
21,2778
21,3652
21,3957
21,341
21,1344
21,4924
21,4770
21,2315
21,711
21,2114
21,343
21,2537
21,994
21,3964
21,2116
21,2117
21,627
21,537
21,3984
21,3011
21,3948
21,986
21,534
21,739
21,1542
21,3490
21,699
21,2903
21,233
21,2240
21,1139
21,4057
21,2073
21,3963
21,3762
21,3418
21,4972
21,4589
21,2400
21,4340
21,4841
21,3644
21,4189
21,2006
21,1048
21,852
21,1082
21,4429
21,2682
21,1879
21,3073
21,3905
21,3028
21,2656
21,833
21,1051
21,4181
21,3609
21,552
21,3612
21,1759
21,4883
21,2833
21,799
21,4391
21,3524
21,448
21,2041
21,336
21,2429
21,406
21,4082
22,3855
22,3093
22,891
22,3138
22,3143
22,4880
22,4878
22,4859
22,1830
22,1736
22,1851
22,1878
22,4763
22,1511
22,1932
22,129
22,131
22,135
22,1956
22,1959
22,2018
22,2022
22,2079
22,4563
22,4991
22,1419
22,216
22,1402
22,1390
22,1388
22,250
22,1597
22,2174
22,4381
22,280
22,4299
22,4294
22,1634
22,332
22,4213
22,4182
22,2317
22,2343
22,2357
22,4093
22,2380
22,1278
22,1271
22,425
22,2407
22,450
22,2430
22,2447
22,1235
22,474
22,2543
22,493
22,3920
22,28
22,1204
22,1587
22,1162
22,3784
22,2737
22,2754
22,2765
22,617
22,1074
22,1072
22,4951
22,664
22,3554
22,2885
22,2893
22,3517
22,694
22,3493
22,722
22,995
22,3455
22,3449
22,3436
22,980
22,761
22,768
22,3385
22,2983
22,2996
22,2998
22,947
22,940
22,929
22,3248
22,3245
22,919
23,2711
23,1592
23,1755
23,1006
23,235
23,4946
23,577
23,3782
23,3475
23,4237
23,3145
23,4171
23,4011
23,4010
23,2644
23,917
23,3821
23,2176
23,2211
23,3818
23,74
23,3480
23,3998
23,3405
23,103
23,3883
23,1016
23,3280
23,3289
23,3312
23,3067
23,2881
23,137
23,2876
23,2874
23,138
23,1972
23,297
23,4216
23,2250
23,1849
23,1823
23,4681
23,4668
23,4647
23,4778
23,3606
23,3610
23,4297
23,897
23,1525
23,1724
23,1541
23,805
23,4537
23,3935
23,4058
23,1861
23,3302
23,615
23,3938
23,2527
23,1219
23,2265
23,2115
23,3232
23,2509
23,4040
23,4267
23,3731
23,4153
23,2230
24,2461
24,4801
24,3431
24,3854
24,4337
24,3415
24,974
24,4225
24,898
24,4345
24,398
24,4097
24,4089
24,2608
24,4109
24,2349
24,4146
24,2405
24,440
24,4209
24,4426
24,4435
24,2136
24,2298
24,3764
24,2425
24,2291
24,3749
24,1662
24,1667
24,2270
24,2752
24,3306
24,210
24,3689
24,4534
24,2077
24,2062
24,4874
24,1783
24,1055
24,1683
24,4315
24,3887
24,456
24,4723
24,3884
24,505
24,3279
24,115
24,3167
24,1872
24,1012
24,1780
24,4967
24,2559
24,3101
24,4784
24,3864
24,1339
24,4795
25,763
25,1854
25,4887
25,1800
25,1407
25,3004
25,4260
25,4263
25,535
25,2276
25,4336
25,2497
25,1110
25,3717
25,1412
25,3877
25,2760
25,1269
25,4508
25,4352
25,2779
25,2536
25,3671
25,2099
25,2085
25,1070
25,1595
25,4599
25,2936
25,1763
25,649
25,3628
25,1682
25,3111
25,3993
25,827
25,317
25,1622
25,1453
25,2576
25,1692
25,951
25,2860
25,2992
25,525
25,2987
25,3024
25,4925
25,1701
25,3380
25,3448
25,1530
25,3867
25,4806
25,1486
25,1175
25,4359
25,4238
25,4378
25,945
25,1310
25,1577
25,1157
25,2670
25,1311
25,30
25,1731
25,2694
25,572
25,4456
25,2320
25,4166
25,1590
25,2700
26,41
26,1334
26,3995
26,2187
26,395
26,1891
26,2582
26,4311
26,2689
26,3594
26,2999
26,3481
26,1043
26,4689
26,4769
26,2122
26,1125
26,1380
26,4403
26,4218
26,775
26,3360
26,2986
26,76
26,2884
26,2399
26,2753
26,599
26,2650
26,2460
26,3392
26,909
26,1636
26,683
26,3712
26,4043
26,4223
26,4016
26,1263
26,2389
26,4048
26,3441
26,4320
26,2335
26,2969
26,3826
26,1544
26,619
26,4515
26,205
26,3865
26,2785
26,2959
26,203
26,4979
26,1011
26,56
26,2346
26,630
26,3382
26,1329
26,1076
26,3154
26,3829
26,3929
26,692
26,18
26,3346
26,3246
26,927
26,4240
26,1504
26,1007
26,2241
26,1060
26,925
26,806
26,1904
26,518
26,1850
26,700
26,4360
26,2906
26,4086
26,3393
27,4092
27,455
27,1241
27,4250
27,482
27,3912
27,2255
27,509
27,301
27,1350
27,2236
27,287
27,544
27,1656
27,4390
27,1382
27,1386
27,1387
27,565
27,1142
27,573
27,4461
27,4943
27,2133
27,1586
27,32
27,2743
27,594
27,2746
27,224
27,223
27,604
27,4502
27,3133
27,3692
27,1091
27,1415
27,4520
27,202
27,4549
27,3653
27,1742
27,4609
27,3636
27,2040
27,2034
27,4630
27,3607
27,3132
27,2848
27,1029
27,4952
27,4707
27,4708
27,4724
27,690
27,4751
27,1605
27,713
27,715
27,2918
27,1862
27,999
27,997
27,1540
27,3447
27,3442
27,3439
27,4812
27,978
27,976
27,1833
27,4956
27,1826
27,922
27,3355
27,3091
27,4851
27,2365
27,2361
27,393
27,392
27,1820
27,4147
27,3332
27,4037
27,4158
27,2321
27,4017
27,4215
28,2541
28,4928
28,4921
28,4819
28,107
28,4703
28,146
28,4637
28,4614
28,4613
28,182
28,4564
28,4472
28,4471
28,4433
28,261
28,4398
28,278
28,323
28,4275
28,4104
28,4042
28,4033
28,4031
28,4026
28,3997
28,3916
28,500
28,3825
28,568
28,3746
28,3735
28,3646
28,645
28,3552
28,3484
28,731
28,3347
28,787
28,3320
28,3191
28,874
28,3121
28,3052
28,946
28,969
28,981
28,1020
28,2814
28,1073
28,1079
28,2770
28,2769
28,2762
28,1104
28,2729
28,2707
28,1153
28,2560
28,1233
28,2355
28,1300
28,2273
28,1332
28,2261
28,1347
28,2177
28,1406
28,2112
28,2083
28,1433
28,1973
28,1963
28,1915
28,1795
28,1569
28,1773
28,1766
28,1748
28,1739
29,738
29,1970
29,1890
29,381
29,2939
29,2549
29,2852
29,3577
29,3573
29,1475
29,1955
29,1510
29,3467
29,289
29,1942
29,1647
